Year,Product line,Product type,Product,Order method type,Retailer country,Revenue,Planned revenue,Product cost,Quantity,Gross profit,Partners,Sifra,Continent
2004,Camping Equipment,Tents,Star Gazer 2,Sales visit,Singapore,1027510.05,1104850.74,744705.29,1897,282804.76,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 2,Sales visit,Finland,90997.2,97846.56,65951.76,168,25045.44,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,Sales visit,France,489109.95,525925.26,354490.71,903,134619.24,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,Sales visit,Germany,323906.7,348287.16,234756.86,598,89149.84,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,Sales visit,Belgium,33582.3,36110.04,24339.34,62,9242.96,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,Sales visit,Austria,45498.6,48923.28,32975.88,84,12522.72,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,Sales visit,Italy,526483.8,566112.24,381578.04,972,144905.76,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,Web,United States,1854067.95,1993623.66,1343767.11,3423,510300.84,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 2,Web,Canada,724727.7,779277.96,525258.66,1338,199469.04,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 2,Web,Mexico,229659.6,246946.08,166449.68,424,63209.92,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 2,Web,Brazil,689520.45,741420.66,499741.61,1273,189778.84,American Retail Store,19009,South America
2004,Camping Equipment,Tents,Star Gazer 2,Web,Japan,587148.6,631343.28,425545.88,1084,161602.72,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 2,Web,Korea,576315.6,619694.88,417694.48,1064,158621.12,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 2,Web,China,2453674.5,2638362.6,1778342.1,4530,675332.4,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 2,Web,Netherlands,427903.5,460111.8,310130.3,790,117773.2,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,Web,Sweden,295740.9,318001.32,214343.22,546,81397.68,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,Web,Finland,1141256.55,1227158.94,827144.99,2107,314111.56,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,Web,Denmark,72039.45,77461.86,52211.81,133,19827.64,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,Web,France,786475.8,845673.84,570011.64,1452,216464.16,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,Web,Germany,602856.45,648233.46,436930.41,1113,165926.04,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,Web,United Kingdom,968470.2,1041366.96,701915.16,1788,266555.04,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,Web,Belgium,345572.7,371583.96,250459.66,638,95113.04,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,Web,Austria,288699.45,310429.86,209239.81,533,79459.64,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,Web,Spain,452819.4,486903.12,328188.52,836,124630.88,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,Special,Canada,248617.35,267330.78,180189.63,459,68427.72,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 2,Mail,Japan,91538.85,98428.98,66344.33,169,25194.52,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 2,Mail,Netherlands,208535.25,224231.7,151139.45,385,57395.8,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,Mail,France,171703.05,184627.14,124444.69,317,47258.36,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,Mail,Germany,79622.55,85615.74,57707.79,147,21914.76,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,Mail,Spain,210160.2,225978.96,152317.16,388,57843.04,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,E-mail,United States,127829.4,137451.12,92646.52,236,35182.88,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 2,E-mail,Canada,1019385.3,1096114.44,738816.74,1882,280568.56,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 2,E-mail,Japan,410570.7,441474.36,297568.06,758,113002.64,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 2,E-mail,Korea,150578.7,161912.76,109134.46,278,41444.24,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 2,E-mail,Netherlands,217201.65,233550.42,157420.57,401,59781.08,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,E-mail,Sweden,251325.6,270242.88,182152.48,464,69173.12,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,E-mail,Germany,1051884.3,1131059.64,762370.94,1942,289513.36,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,E-mail,Italy,387279.75,416430.3,280687.55,715,106592.2,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,E-mail,Spain,217743.3,234132.84,157813.14,402,59930.16,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,Fax,United States,75289.35,80956.38,54567.23,139,20722.12,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 2,Fax,Canada,89372.25,96099.3,64774.05,165,24598.2,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 2,Fax,Brazil,75289.35,80956.38,54567.23,139,20722.12,American Retail Store,19009,South America
2004,Camping Equipment,Tents,Star Gazer 2,Fax,Japan,109954.95,118231.26,79691.71,203,30263.24,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 2,Fax,Singapore,125662.8,135121.44,91076.24,232,34586.56,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 2,Fax,France,175494.6,188704.08,127192.68,324,48301.92,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 2,Fax,Italy,68247.9,73384.92,49463.82,126,18784.08,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Telephone,United States,936274.68,1006743.61,633462,1487,302812.68,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 3,Telephone,Mexico,61704.72,66348.94,41748,98,19956.72,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 3,Telephone,Brazil,34630.2,37236.65,23430,55,11200.2,American Retail Store,19009,South America
2004,Camping Equipment,Tents,Star Gazer 3,Telephone,Japan,641603.16,689893.57,434094,1019,207509.16,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 3,Telephone,Singapore,134113.32,144207.39,90738,213,43375.32,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 3,Telephone,Netherlands,333709.2,358825.9,225780,530,107929.2,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Telephone,Finland,123409.44,132697.88,83496,196,39913.44,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Telephone,Denmark,193299.48,207848.21,130782,307,62517.48,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Telephone,France,318597.84,342577.18,215556,506,103041.84,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Telephone,United Kingdom,532675.44,572767.38,360396,846,172279.44,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Telephone,Austria,228559.32,245761.89,154638,363,73921.32,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Telephone,Spain,40296.96,43329.92,27264,64,13032.96,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Sales visit,United States,885273.84,951904.18,598956,1406,286317.84,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 3,Sales visit,Mexico,516304.8,555164.6,349320,820,166984.8,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 3,Sales visit,Japan,52889.76,56870.52,35784,84,17105.76,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 3,Sales visit,Korea,605084.04,650625.83,409386,961,195698.04,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 3,Sales visit,Singapore,378413.64,406895.03,256026,601,122387.64,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 3,Sales visit,Finland,133483.68,143530.36,90312,212,43171.68,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Sales visit,Denmark,27704.16,29789.32,18744,44,8960.16,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Sales visit,France,364561.56,392000.37,246654,579,117907.56,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Sales visit,Germany,200225.52,215295.54,135468,318,64757.52,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Sales visit,Belgium,40296.96,43329.92,27264,64,13032.96,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Sales visit,Austria,34630.2,37236.65,23430,55,11200.2,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Sales visit,Italy,221003.64,237637.53,149526,351,71477.64,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Web,United States,804050.28,864567.31,544002,1277,260048.28,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 3,Web,Canada,402969.6,433299.2,272640,640,130329.6,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 3,Web,Mexico,49111.92,52808.34,33228,78,15883.92,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 3,Web,Brazil,311042.16,334452.82,210444,494,100598.16,American Retail Store,19009,South America
2004,Camping Equipment,Tents,Star Gazer 3,Web,Japan,209040.48,224773.96,141432,332,67608.48,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 3,Web,Korea,329301.72,354086.69,222798,523,106503.72,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 3,Web,China,1352466.72,1454260.44,915048,2148,437418.72,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 3,Web,Singapore,65482.56,70411.12,44304,104,21178.56,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 3,Web,Netherlands,278300.88,299247.26,188292,442,90008.88,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Web,Sweden,87519.96,94107.17,59214,139,28305.96,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Web,Finland,418710.6,450224.95,283290,665,135420.6,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Web,Denmark,96964.56,104262.62,65604,154,31360.56,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Web,France,414303.12,445485.74,280308,658,133995.12,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Web,Germany,339375.96,364919.17,229614,539,109761.96,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Web,United Kingdom,593120.88,637762.26,401292,942,191828.88,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Web,Belgium,169048.17,181444.04,114168,268,54880.17,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Web,Austria,75556.8,81243.6,51120,120,24436.8,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Web,Italy,44704.44,48069.13,30246,71,14458.44,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Web,Spain,353857.68,380490.86,239412,562,114445.68,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Special,Canada,244929.96,263364.67,165714,389,79215.96,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 3,Special,Mexico,57926.88,62286.76,39192,92,18734.88,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 3,Special,Singapore,196447.68,211233.36,132912,312,63535.68,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 3,Mail,United States,436340.52,469181.79,295218,693,141122.52,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 3,Mail,Japan,176928.84,190245.43,119706,281,57222.84,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 3,Mail,Netherlands,59186.16,63640.82,40044,94,19142.16,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Mail,France,117742.68,126604.61,79662,187,38080.68,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Mail,Germany,117742.68,126604.61,79662,187,38080.68,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,E-mail,Canada,551564.64,593078.28,373176,876,178388.64,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 3,E-mail,Japan,278300.88,299247.26,188292,442,90008.88,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 3,E-mail,Sweden,128446.56,138114.12,86904,204,41542.56,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,E-mail,Germany,419969.88,451579.01,284142,667,135827.88,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,E-mail,Italy,272004.48,292476.96,184032,432,87972.48,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,E-mail,Spain,76816.08,82597.66,51972,122,24844.08,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Fax,United States,139150.44,149623.63,94146,221,45004.44,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 3,Fax,Brazil,161817.48,173996.71,109482,257,52335.48,American Retail Store,19009,South America
2004,Camping Equipment,Tents,Star Gazer 3,Fax,Japan,59186.16,63640.82,40044,94,19142.16,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 3,Fax,Netherlands,69260.4,74473.3,46860,110,22400.4,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Fax,Finland,66741.84,71765.18,45156,106,21585.84,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 3,Fax,Germany,55408.32,59578.64,37488,88,17920.32,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Telephone,United States,849667.49,912572.36,537530,1097,312137.49,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 6,Telephone,Mexico,90716.73,97329.96,57330,117,33386.73,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 6,Telephone,Brazil,65843.56,69877.92,41160,84,24683.56,American Retail Store,19009,South America
2004,Camping Equipment,Tents,Star Gazer 6,Telephone,Japan,274645.75,295317.4,173950,355,100695.75,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 6,Telephone,China,47192.65,50744.68,29890,61,17302.65,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 6,Telephone,Singapore,256851.8,276184.16,162680,332,94171.8,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 6,Telephone,Netherlands,68081.2,73205.44,43120,88,24961.2,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Telephone,Sweden,19549.25,20797,12250,25,7299.25,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Telephone,Finland,46419,49912.8,29400,60,17019,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Telephone,Denmark,126296.31,135596.44,79870,163,46426.31,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Telephone,France,212945.11,228767,134750,275,78195.11,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Telephone,United Kingdom,343766.84,369354.72,217560,444,126206.84,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Telephone,Austria,106796.43,111471.92,65660,134,41136.43,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Sales visit,United States,20888.55,22460.76,13230,27,7658.55,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 6,Sales visit,Mexico,65161.32,69877.92,41160,84,24001.32,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 6,Sales visit,Korea,86648.8,93170.56,54880,112,31768.8,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 6,Sales visit,Singapore,54929.15,59063.48,34790,71,20139.15,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 6,Sales visit,Finland,74270.4,79860.48,47040,96,27230.4,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Sales visit,Denmark,11979,12478.2,7350,15,4629,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Sales visit,France,214958.44,229598.88,135240,276,79718.44,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Sales visit,Germany,63638.98,68214.16,40180,82,23458.98,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Sales visit,Belgium,7262.28,7486.92,4410,9,2852.28,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Sales visit,Italy,110124.65,117295.08,69090,141,41034.65,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Web,United States,333443.15,358540.28,211190,431,122253.15,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 6,Web,Canada,44098.05,47417.16,27930,57,16168.05,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 6,Web,Mexico,115481.85,123950.12,73010,149,42471.85,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 6,Web,Brazil,113236,119790.72,70560,144,42676,American Retail Store,19009,South America
2004,Camping Equipment,Tents,Star Gazer 6,Web,Japan,57250.1,61559.12,36260,74,20990.1,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 6,Web,Korea,219716.6,236253.92,139160,284,80556.6,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 6,Web,China,499004.25,536562.6,316050,645,182954.25,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 6,Web,Netherlands,48739.95,52408.44,30870,63,17869.95,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Web,Finland,127086.6,136428.32,80360,164,46726.6,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Web,Denmark,49713.28,53240.32,31360,64,18353.28,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Web,France,41976.78,44921.52,26460,54,15516.78,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Web,Germany,20888.55,22460.76,13230,27,7658.55,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Web,United Kingdom,91956.3,98161.84,57820,118,34136.3,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Web,Belgium,80600.48,83188,49000,100,31600.48,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Web,Austria,25289.28,26620.16,15680,32,9609.28,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Web,Italy,36752.59,39098.36,23030,47,13722.59,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Web,Spain,126504.53,133932.68,78890,161,47614.53,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Special,Canada,37534.56,39930.24,23520,48,14014.56,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 6,Mail,United States,27851.4,29947.68,17640,36,10211.4,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 6,Mail,Netherlands,134041.13,143915.24,84770,173,49271.13,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Mail,France,22435.85,24124.52,14210,29,8225.85,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Mail,Spain,14225.22,14973.84,8820,18,5405.22,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,E-mail,United States,60344.7,64886.64,38220,78,22124.7,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 6,E-mail,Canada,393014.2,422595.04,248920,508,144094.2,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Gazer 6,E-mail,Japan,223984.21,240413.32,141610,289,82374.21,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 6,E-mail,Korea,70402.15,75701.08,44590,91,25812.15,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 6,E-mail,Netherlands,23209.5,24956.4,14700,30,8509.5,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,E-mail,Germany,373989.11,401798.04,236670,483,137319.11,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,E-mail,Italy,70327.38,74869.2,44100,90,26227.38,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,E-mail,Spain,33000.82,34938.96,20580,42,12420.82,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Fax,Brazil,17203.34,18301.36,10780,22,6423.34,American Retail Store,19009,South America
2004,Camping Equipment,Tents,Star Gazer 6,Fax,Japan,17203.34,18301.36,10780,22,6423.34,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Gazer 6,Fax,Finland,51060.9,54904.08,32340,66,18720.9,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Gazer 6,Fax,Spain,17203.34,18301.36,10780,22,6423.34,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Peg,Telephone,United States,73300.2,77748.52,37742,37742,35558.2,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Peg,Telephone,Canada,2591.82,2696.54,1309,1309,1282.82,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Peg,Telephone,Japan,32024.66,33571.82,16297,16297,15727.66,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Peg,Telephone,China,5575.68,5982.24,2904,2904,2671.68,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Peg,Telephone,Singapore,6977.28,7486.04,3634,3634,3343.28,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Peg,Telephone,Netherlands,8458.56,8800.32,4272,4272,4186.56,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Peg,Telephone,Finland,5668.74,5897.78,2863,2863,2805.74,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Peg,Telephone,Denmark,11504.34,12073.66,5861,5861,5643.34,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Peg,Telephone,France,16854.5,17786.04,8634,8634,8220.5,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Peg,Telephone,United Kingdom,24668.22,25908.62,12577,12577,12091.22,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Peg,Telephone,Austria,11732,12083.96,5866,5866,5866,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Peg,Telephone,Italy,1922,1979.66,961,961,961,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Peg,Telephone,Spain,2249.28,2340.16,1136,1136,1113.28,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Peg,Sales visit,United States,28625.06,30094.54,14609,14609,14016.06,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Peg,Sales visit,Mexico,22468.96,23490.18,11403,11403,11065.96,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Peg,Sales visit,Korea,21812.12,23012.26,11171,11171,10641.12,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Peg,Sales visit,Singapore,22669.48,23795.06,11551,11551,11118.48,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Peg,Sales visit,Finland,9509.92,9995.12,4852,4852,4657.92,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Peg,Sales visit,France,22943.06,23881.58,11593,11593,11350.06,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Peg,Sales visit,Germany,19369.9,20113.84,9764,9764,9605.9,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Peg,Sales visit,United Kingdom,2300.76,2393.72,1162,1162,1138.76,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Peg,Sales visit,Belgium,2945.8,2945.8,1430,1430,1515.8,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Peg,Sales visit,Italy,13156.76,13668.1,6635,6635,6521.76,Abc Shoji K.K.,15904,Europe
2004,Camping Equipment,Tents,Star Peg,Web,United States,52230.72,54962.86,26681,26681,25549.72,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Peg,Web,Canada,20063.34,20873.98,10133,10133,9930.34,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Peg,Web,Mexico,6248.52,6538.44,3174,3174,3074.52,American Retail Store,19009,North America
2004,Camping Equipment,Tents,Star Peg,Web,Brazil,18985.94,19677.12,9552,9552,9433.94,American Retail Store,19009,South America
2004,Camping Equipment,Tents,Star Peg,Web,Japan,11296.68,11785.26,5721,5721,5575.68,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Peg,Web,Korea,20553.68,21912.22,10637,10637,9916.68,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Peg,Web,China,55858.56,59931.58,29093,29093,26765.56,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Peg,Web,Singapore,2663.1,2770.7,1345,1345,1318.1,Abc Shoji K.K.,15904,Asia
2004,Camping Equipment,Tents,Star Peg,Web,Netherlands,15754.48,16558.28,8038,8038,7716.48,Abc Shoji K.K.,15904,Europe
